189058595	0	189640513|174321348|195351959|179863175|197706758|191196088
200225317	0	200541498|59985899
98264304	1	155005009|178342970
194454119	2	200545098
177288938	0	197920093
174368351	3	197479611
200434589	0	150944040|197051319
194424130	4	190299721|195833987
198633277	5	192586709|195465690|180942480
191699208	5	183978629
184498120	1	31657047|181720057
193640507	6	145606427|166181817
194454009	7	197252670|195570424|196347314|192701003|197774669|196325201|185154923|183555557
198882067	8	136243487
120473020	1	194377665
197303629	4	172944653|198133900|200003699|188789314
188381045	9	194379716|197520600
184298050	0	141528805
196368779	10	195529841|191052698|191500499|180839441|191300349|196867490
190344520	4	190339797|187998204|194281910
186809419	11	198082184|194987231|161464197
142501165	1	167543947
192909608	12	183963132|188751300|193255170|176339336|193683028|193789183|139613278
60390382	3	165016026
184726761	13	182382122|190823363|195893071|196689508
118579481	4	178276350
159906672	1	149716255|181115188|194667972|193895816|181138180
154774031	4	158480181
184899870	1	103547128|192907404|185944599|184495871|168671191|181836903|192405380|181348079|192088366|187836773
128961174	4	189338797
185119459	1	166025161|191142223|168840751
183722660	14	188329973|194498680|183311631
195621856	1	149675190
202240662	11	107891166
182998227	15	133159271|192907404|168128994|178912980|147541742|182468667|148744993|195189469
180472255	1	174539002|183315899|183767450|170913910|190170827|184955271|188839174|195900114|180885903|190286162|189071764
146623034	9	197048851|130520781|178391393|159226739
188942052	4	169045848
163780817	11	156129703|181716690|193512856|173123810|168342970
160769776	4	153236639
189593881	11	190965472|167449058|191987428
182542211	1	169707515|192401231|183858062|124651290|184225938
187005024	4	39384815
190899884	16	191190915|154380731|165390441|190394366
185288618	1	188208671|184764851
3198861	4	147406850
193643843	17	192584864|198143508
184966790	1	187976020
180099754	18	183817288
192271045	1	187619920
176999520	19	181971980|184698689
191941136	16	178652174|187146623
21192911	20	178821804|151067505|167674995|87523856|37705277
185835841	4	194606250|191376507
153992416	1	161470732|143593978|157204497
185215516	3	154084550|183612626|169100853
69968223	21	141732324|188682789
130861689	9	186080116
185679667	1	183653238
191146772	22	185071690
177092467	3	189038186
45921341	23	187821381
42407979	11	191308693
153808735	4	190594961
191482046	9	188764240
182134494	1	188317869
122224398	11	191319458
188733069	24	186613946|180658418|176472207|172034144
188807709	0	176860067|195145062|187466084
146437941	1	80600369
187968406	4	180172582|201030296|172419110|190457631|188929610|181593260|78958930
184793882	4	185068943|145606427|187444647|183686455|188155870|183815794
145403045	4	185070584|162972179|181818901
189555991	11	182335861|182992617|159404375|185286503|189022566|191005567|188155879|190457631|189881852|177407337
7174385	25	176705997
177749940	26	150304829
157717738	9	78350238|147846342
165584926	11	110489205
191041320	27	194507106|172373814
148202282	27	183899878
183761024	1	177430836
178611217	28	186025611|156857406
181667301	29	143939376|163457314|185278134
65805311	4	161302177
171067778	11	185246229
180942890	30	195994324|180742272|183870132|186772604|186632675|180746924|176165981|172503302|174187608
185028461	31	182566684|185695873|170212145|179820764|190026211|189461998|186870336|173682461|97381069|186596636|189834316|181608751|162014915|171998617|179814541
72761710	32	58371838
156014310	11	158101705
163689997	33	186669415|184380638|190505488
183544919	5	169969447
144603537	1	177563512
166405430	4	191683443|186331376|164980512|145905684
87819850	28	143163739
172914415	3	136518939|172713112
143076751	1	171224526
184429795	34	43687252
184493859	35	184629929
183396567	1	176718791
66086171	4	166172890
29926268	0	201357819
184405938	4	194301106
65068770	4	183725260
180389969	11	170074137|199700491|195895992|182658911
178134583	1	191500499|178637563|161897646|143685626|191564525|192402356|148562834|183327078|177724582|181402048
71750533	36	175126161
179818708	4	181093933
183727901	27	167992188
181044239	14	110422021
133754135	11	97780762|179925642|103081438
182907616	1	180273960|102229689|158878031
185890471	5	66945001|192293101|180003049
182256164	11	161445818
179105132	11	178830262|180196824|130287769|65330355|166549248|167274155
138127722	0	174094694
178156627	37	152421153|157610899|166472853|184056248|191901209|176565800|100283176
175384183	38	157081106|171586944
43578344	11	163137338|180796086|178674426
152935017	39	148578465
67275301	14	162173862|149636852
164025931	33	188329177|150658114|189473775|179318365
161406597	5	50416429
180280625	0	170210661|32162422|183767450
178810845	0	178833217|174008996|190965319|168703206|185925042|161616956
110600522	0	151071196
175915040	33	114024672|177115624
177874964	5	133869636
157029378	1	168978743|150226520
149803746	40	111499199
180825336	4	183354356
162819130	11	151873198
168447441	4	38821759
72972401	0	160499261
