180979859	0	167721192	191764827|119116998|114077974|194330451|195236441|162453541|195959906|125777486|133866132|189629761|195287064|184701940|165650826|199057394|160544942|189379544|159344982|146081851|190164750|197435423|187955752|69030225|187178713|126273773|179669274|153576728|195286115|152542057|144672636|186995072|110169839|189755515|131301587|174988865|157872940|91295782|164309647|179769435|186175839|183686899|151033317|150240458|48801359|172940122|86548844|160465201|156375688|187004842|149771067|146267684|191969860|201015993|194103752|164542428|192144498|180500919|195829308|164361962|181961554|150385890|190652215|171883357|174754483|196847399|147663289|183756606|174780924|193227454|146174982|193640657|149644883|141098619|192501134|147659845|173536019|184022429|127482667|183808581|89052252|174183179|197323895|143185517|153472994|191537148|197594854|192921401|196850616|188228859|159543804|180684517|195409706|173534657|183997254|174192616|183224611|195424839|153720559|184383134|195435852
185001178	5	185001419	135609639|119109467|127142120|184183306|180792467|148868898|177602576|64758587|192500541|143167264|201007954|136469444|184199996|183057973|186625225|143150725|159361211|162792950|200860987|193949645|140489715|123053595|178984346|195538277|101703181|164705286|172359831|180499742|165531708|177035408|194203112|186865400|175017128|184584032|160292118|177183903|181709701|152937439|197884071|197829505|192500811|195027965|179543870|193445156|197485524|129602597|160467767|123687718|149469774|58001948|188036984|156781596|156525714|184661277|184457391|191941136|170451475|174531097|180936629|185190856|167531587|143687028|185802354|183728060|178223675|184001589|125054296|187908027|182692022|188046540|116046137|124651254|160455785|171283087|192154050|190849913|106182633|189314317|158335085|184293684|187538833|165023057|182395331|178995217|189213246|180307921|181353999|198717863|165109466|155913746|198333508|183576117|197222499|41942642|183616365|185025704|93705445|193660930|117722010
121180487	1	118439893	184553938|154811668|183376532|173214248|169199724|188156921|190577145|193743232|200838479|146803556|191080822|197442856|33425586|42023886|195593250|99180026|130067227|82779942|191676086|183579809|157375948|149212870|165221416|192016423|196774922|181273524|178052324|184727036|115542305|120142794|188614102|182302577|88636806|167915150|184700830|150890362|158269365|199593773|184384772|186876147|192072255|152500831|199694111|159432501|175017747|184753564|185332346|187882097|179106979|124140684|187597855|186174114|71258765|193070641|187178713|176964623|157262078|179010597|168739346|149483157|168339285|178282920|197056026|198370542|183577165|76465311|142284524|157633356|195675510|177092467|193698104|115332024|146206657|197298591|178862573|196386352|201642300|192596342|199895066|189467522|125481119|197151812|185913326|152489772|194856813|186279332|199322511|189811774|167330176|185028461|171576246|188755007|161282584|194721998|185930367|195332525|189585675|182023431|182636723
197473858	11	187385804	195649402|183896666|197793607|194605341|183683264|191308418|165600410|74274430|184956221|180707667|172934457|157003705|194911097|177631720|124515122|195612175|11076409|196850805|101184705|128433914|151131604|187293801|153395473|196923612|168469499|175948530|179010043|180474281|118517523|183311429|154715682|195311882|163184862|163349244|164964039|191705967|117864570|195247329|180620774|188081572|173716737|199809139|101086633|168373936|72900893|193227454|195412446|192594428|186835337|182664253|148825134|196306441|172915668|197197634|135957947|191010985|192919506|182424847|195038365|194524602|95165805|193006553|176565944|109497274|178337524|157676416|49577390|139418067|184522629|190132431|182751519|181157919|148665236|156932847|183859685|193710465|186844340|189659638|175021547|138196590|178903676|199747781|189428928|184424086|166112615|123296754|176113795|195639537|183286206|125281239|196057828|150717325|156945643|175839838|111596081|194731126|162575979|195467792|171229090
138007100	1	158603923	155343516|120596616|153349406|199809139|193731922|132681248|61838285|175340490|170490271|150240743|202122241|180230385|176704816|121685843|190779435|172944947|183194060|189661540|181165647|183385433|191657107|186875671|182655089|194384157|193093352|192919363|178738176|188754731|166501735|193918861|179206356|194574061|182455019|193223026|167358699|195198049|101814403|168102458|184405938|179588217|160695805|136044460|179895775|194942997|191695438|174626134|183350950|189255165|172845149|171357802|196155037|190150269|183255617|163712102|193571675|162215416|183063464|127243047|193369171|179592260|196972691|95196449|144508754|184513745|183311501|156018192|178814586|177735570|194582334|194792179|161350699|119929217|158342935|177322344|174108035|176828002|110799291|136473044|188890918|184100713|183335359|179914758|189992176|185077281|149023198|144672636|200979664|144324657|191599545|184190189|157717738|187712262|152035755|173863397|158335198|184143016|176099973|193216741|188041490
194541634	97	195574475	173999378|197208824|197400787|169267896|158785512|194785291|148986687|170694560|189653652|141188905|106720284|200726454|155535152|159181324|147123178|199498959|178129337|125926131|190979056|191302788|149613957|100313149|201076496|174140401|174859756|187825354|189841104|159915880|166378762|179989925|178760786|181710912|184999499|108961208|165223535|92947738|152615498|184403625|190657219|183668286|195955941|194078026|147737628|195392974|115398404|186692974|161136582|195507451|183031194|136486001|196367855|193182224|140812367|133940628|191846661|200735507|186534907|201915525|196556066|157768747|178537836|161972894|200250888|159418965|181845527|189458265|179108231|146054196|183339441|147774292|64370679|169917721|187500043|179288866|190983102|195931293|200235443|190779357|179454350|138627688|181680703|157546614|199322701|164966987|180345059|158827902|189588750|197086511|166525800|195300879|196203193|142950922|158803942|189752396|123778037|186631704|127190386|143719522|170270464
192428935	11	198553413	197253214|148948542|198333092|182532209|174994548|186675976|185549756|170538433|157020677|151939986|158248853|173737958|191731921|171926183|193382348|153746863|183904073|186074290|186742985|130787470|174894730|187004631|183786563|186090296|157930464|193682557|188082066|85116449|185890081|157262078|109707197|187637203|191146772|193349808|167285039|187966081|111738789|190260106|195085042|179560772|191696829|190667355|176301438|92650502|157432230|193831342|161146569|119494108|127995044|179973892|161468694|152037354|107661485|191823992|171596721|200026778|182174462|167146461|191984204|182696821|179895775|180309242|187722385|156781596|73165487|89620332|151560835|185170916|149852635|169856156|188987203|180629126|112030002|183581553|158174696|171289109|201892743|175057334|187129413|188020665|160289072|184512113|160018062|177322344|164558563|193976860|172742621|179616107|195849247|91702756|157829688|179787429|158317642|189278963|195450284|188237763|186830420|88878262|195753837
61905093	0	179659279	142502335|172934457|150048448|192444040|104905265|170124616|168961102|181629200|90713978|190320383|180845659|176099241|60383036|123778037|192232056|184952910|156379968|150976406|42925639|179003195|195007945|189224426|193056465|190951204|170913995|107220371|189171386|184739379|137438192|185180840|165580886|67872264|93767520|144816714|190466881|192047262|196562076|188135770|191430354|187808883|170074139|194720974|186025204|135313791|139501939|174120795|171811709|130787470|147762371|195036731|196924277|193543471|194522550|196142018|197824098|193426352|55177596|166421524|150231126|183051864|199957384|172944947|163589752|197891372|93653362|187381803|161318734|201642300|125281239|190983102|200477842|163780463|197435310|201941579|152935953|200110540|200244408|195568976|178822106|155812970|170124835|164660517|200541387|50492381|185979135|183308786|195084601|151999633|180207745|191793464|190555473|178907851|174453017|172597873|170460344|193743366|187138410|189471302|166293940
135561242	11	113381043	166701547|197451054|184006143|118553049|171439356|181526855|201862709|165227582|131890908|195266424|171803241|188836089|192331432|193382872|194035849|188581039|179857403|197518265|145407344|186570733|191768218|178156627|181597374|192507479|183908254|180081211|68732513|119116998|182350564|174591624|195233996|192005968|151080067|163708761|182677556|149457763|193949645|194655298|172319056|146380133|197197634|196714633|180365913|131198461|155360172|193378945|196407317|176887380|191696829|42607642|197982091|182542211|188121670|189812789|177334086|191911570|177960886|163077032|143366230|190135768|161810685|112999950|141841061|141062626|141825754|175390051|106378213|29180900|85309880|157818154|131445283|199693889|167568090|125342600|108961208|70111024|181845704|165619138|201150464|196343016|149597485|153819749|179620905|149637987|197323620|200541387|150206982|176857596|193398884|183197483|186631306|194720974|153285940|189957116|192931074|134340112|201215362|191903855|184277487
185745835	5	112032957	177811600|193694008|188781345|200190882|184514980|116046137|145281802|187890431|125583764|177821320|189757901|170835673|193515166|163845147|97215262|182034970|127302676|138183140|172517565|172914209|182580753|194791479|188146575|183817463|198700459|108060549|198158913|162144540|179486374|186438310|147033181|189675769|187552380|149544560|169880493|186844340|195185205|192007519|152338183|95812178|173693954|165884519|190170890|187697899|152932503|185190320|180950433|190833225|200166076|163689997|194811047|193949645|137113288|159660703|180556018|38014876|200652853|107564646|158808162|190258704|195633959|150919527|30531756|161146651|154471459|113852299|192153636|147597646|135304990|192540307|194887347|180724217|187561855|193069606|185000117|179989925|50228934|190478828|182638836|181276428|160769776|149042410|130167966|194445456|192332111|94595036|170519825|173873639|194547034|66021821|159240303|187040307|199480012|141240512|188145499|155544737|192925467|188573604|197768891
